,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-23,01:01:09.726,   76.86,  365.68,  253.67,  475.57,,,,,  330.53,  841.24,     52437, 1171.78,  346.78,    4.61,  343.30,    1.21,,,,,  690.08,    5.83,     53073,  695.90,   1020.61,    847.07,   1867.68
2024-02-23,01:01:10.727,   61.75,  455.53,  202.11,  543.55,,,,,  263.86,  999.08,     52443, 1262.94,  391.25,    5.02,  386.46,    1.61,,,,,  777.71,    6.63,     53693,  784.34,   1041.57,   1005.71,   2047.28
2024-02-23,01:01:11.727,   40.03,  579.37,  126.64,  635.17,,,,,  166.67, 1214.53,     52492, 1381.20,  478.82,    4.55,  476.00,    1.12,,,,,  954.82,    5.68,     54689,  960.49,   1121.49,   1220.21,   2341.70
2024-02-23,01:01:12.726,   39.55,  580.75,  124.22,  635.65,,,,,  163.76, 1216.41,     52428, 1380.17,  487.23,    5.24,  485.37,    1.82,,,,,  972.60,    7.07,     54731,  979.67,   1136.37,   1223.47,   2359.84
2024-02-23,01:01:13.727,   38.83,  581.94,  121.10,  635.51,,,,,  159.93, 1217.45,     52489, 1377.38,  492.38,    4.77,  489.67,    1.36,,,,,  982.05,    6.13,     54768,  988.18,   1141.99,   1223.58,   2365.57
2024-02-23,01:01:14.727,   38.69,  582.70,  120.49,  636.14,,,,,  159.18, 1218.84,     52433, 1378.02,  492.04,    5.10,  488.98,    1.68,,,,,  981.02,    6.78,     54652,  987.80,   1140.20,   1225.62,   2365.82
2024-02-23,01:01:15.728,   38.40,  584.26,  119.55,  637.28,,,,,  157.95, 1221.54,     52477, 1379.49,  491.10,    4.54,  487.05,    1.13,,,,,  978.15,    5.67,     54995,  983.81,   1136.10,   1227.21,   2363.31
2024-02-23,01:01:16.727,   39.01,  584.88,  120.90,  638.25,,,,,  159.91, 1223.13,     52437, 1383.04,  498.96,    5.63,  495.34,    2.22,,,,,  994.30,    7.86,     54660, 1002.16,   1154.21,   1230.99,   2385.20
2024-02-23,01:01:17.727,   37.73,  585.38,  116.84,  637.32,,,,,  154.57, 1222.70,     52429, 1377.27,  500.92,    4.76,  497.86,    1.35,,,,,  998.78,    6.10,     54870, 1004.88,   1153.35,   1228.80,   2382.14
2024-02-23,01:01:18.728,   52.51,  599.64,  168.71,  670.60,,,,,  221.22, 1270.25,     52521, 1491.47,  569.26,   22.13,  562.37,   18.40,,,,, 1131.62,   40.53,     54975, 1172.15,   1352.84,   1310.78,   2663.62
2024-02-23,01:01:19.728,   37.61,  596.63,  116.55,  648.06,,,,,  154.17, 1244.69,     52433, 1398.86,  530.50,    6.02,  526.84,    2.60,,,,, 1057.34,    8.62,     54957, 1065.96,   1211.51,   1253.31,   2464.82
2024-02-23,01:01:20.728,   27.00,  348.87,   81.33,  382.78,,,,,  108.34,  731.65,     52477,  839.99,  439.65,    4.91,  441.58,    1.50,,,,,  881.22,    6.41,     53996,  887.63,    989.56,    738.05,   1727.62
2024-02-23,01:01:21.728,    7.29,   11.04,   14.42,   13.78,,,,,   21.72,   24.83,     52414,   46.54,  287.45,    4.82,  287.75,    1.40,,,,,  575.20,    6.22,     52599,  581.42,    596.91,     31.05,    627.96
2024-02-23,01:01:22.729,    8.10,   11.35,   17.71,   15.50,,,,,   25.81,   26.85,     52460,   52.66,  261.93,    4.66,  258.23,    1.24,,,,,  520.16,    5.90,     52607,  526.06,    545.97,     32.75,    578.72
2024-02-23,01:01:23.728,    6.98,   10.00,   13.21,   12.30,,,,,   20.19,   22.31,     52406,   42.50,  263.96,    5.55,  257.79,    2.13,,,,,  521.75,    7.68,     52540,  529.43,    541.94,     29.99,    571.93
2024-02-23,01:01:24.729,    7.72,   10.67,   16.32,   14.38,,,,,   24.04,   25.05,     52462,   49.09,  258.38,    4.76,  257.70,    1.35,,,,,  516.08,    6.11,     52624,  522.20,    540.12,     31.17,    571.29
2024-02-23,01:01:25.729,    6.92,   10.00,   13.45,   12.50,,,,,   20.36,   22.50,     52409,   42.86,  240.03,    4.74,  241.63,    1.31,,,,,  481.67,    6.05,     52532,  487.72,    502.03,     28.55,    530.58
2024-02-23,01:01:26.729,    7.97,   10.71,   17.25,   14.70,,,,,   25.22,   25.41,     52466,   50.64,  240.44,    4.74,  237.93,    1.33,,,,,  478.37,    6.07,     52560,  484.44,    503.60,     31.48,    535.08
2024-02-23,01:01:27.729,    6.92,    9.60,   13.28,   11.95,,,,,   20.20,   21.56,     52405,   41.75,  238.82,    4.88,  233.06,    1.49,,,,,  471.88,    6.37,     52510,  478.25,    492.07,     27.93,    520.00
2024-02-23,01:01:28.730,   32.35,   34.93,  105.53,   72.27,,,,,  137.88,  107.20,     52513,  245.08,  301.85,   12.58,  301.63,    9.14,,,,,  603.48,   21.72,     52667,  625.20,    741.36,    128.92,    870.28
2024-02-23,01:01:29.730,    7.41,   10.61,   15.04,   13.76,,,,,   22.45,   24.37,     52409,   46.82,  315.93,    5.46,  310.85,    2.06,,,,,  626.78,    7.51,     52635,  634.29,    649.23,     31.88,    681.11
2024-02-23,01:01:30.729,    7.54,    8.43,   15.64,   11.66,,,,,   23.18,   20.10,     52408,   43.28,  200.79,    4.91,  193.03,    1.51,,,,,  393.82,    6.42,     52513,  400.25,    417.00,     26.52,    443.53
2024-02-23,01:01:31.730,    5.15,    4.12,    6.45,    3.29,,,,,   11.60,    7.40,     52457,   19.00,   78.31,    4.25,   64.52,    0.84,,,,,  142.83,    5.09,     52458,  147.92,    154.43,     12.50,    166.93
2024-02-23,01:01:32.729,    5.66,    4.49,    8.33,    4.41,,,,,   13.99,    8.90,     52404,   22.89,   67.18,    4.69,   56.54,    1.27,,,,,  123.72,    5.96,     52404,  129.68,    137.71,     14.86,    152.57
2024-02-23,01:01:33.730,    5.71,    4.33,    8.05,    4.13,,,,,   13.76,    8.46,     52461,   22.22,   63.70,    4.62,   53.71,    1.21,,,,,  117.41,    5.83,     52458,  123.24,    131.17,     14.30,    145.47
2024-02-23,01:01:34.730,    5.55,    4.26,    7.69,    3.97,,,,,   13.23,    8.23,     52403,   21.46,   68.65,    5.12,   58.57,    1.68,,,,,  127.23,    6.80,     52416,  134.03,    140.46,     15.03,    155.49
2024-02-23,01:01:35.730,    5.67,    4.28,    8.11,    4.10,,,,,   13.78,    8.38,     52456,   22.16,   64.11,    4.66,   58.91,    1.23,,,,,  123.02,    5.89,     52460,  128.90,    136.80,     14.27,    151.06
2024-02-23,01:01:36.730,    9.45,    7.63,   22.76,   13.09,,,,,   32.21,   20.72,     52404,   52.93,   65.73,    5.70,   54.51,    2.32,,,,,  120.24,    8.02,     52412,  128.26,    152.45,     28.74,    181.19
2024-02-23,01:01:37.730,    5.92,    4.35,    9.25,    4.66,,,,,   15.17,    9.01,     52461,   24.18,   62.33,    4.44,   49.48,    1.03,,,,,  111.81,    5.47,     52462,  117.28,    126.98,     14.48,    141.46
2024-02-23,01:01:38.730,   16.86,   10.26,   43.79,   23.78,,,,,   60.65,   34.04,     52425,   94.69,  115.76,   21.26,  110.51,   18.03,,,,,  226.27,   39.29,     52470,  265.57,    286.92,     73.33,    360.25
2024-02-23,01:01:39.730,    6.57,    4.44,   11.26,    5.50,,,,,   17.82,    9.93,     52480,   27.76,  130.19,    6.42,  121.14,    3.03,,,,,  251.33,    9.45,     52501,  260.77,    269.15,     19.38,    288.53
2024-02-23,01:01:40.730,   26.95,  262.11,   92.11,  296.91,,,,,  119.06,  559.02,     52429,  678.08,  221.70,    6.22,  215.83,    2.77,,,,,  437.53,    8.99,     53154,  446.52,    556.60,    568.00,   1124.60
2024-02-23,01:01:41.730,   42.21,  601.77,  154.65,  663.40,,,,,  196.86, 1265.17,     52446, 1462.03,  413.58,    5.10,  409.05,    1.68,,,,,  822.64,    6.79,     54262,  829.42,   1019.49,   1271.95,   2291.45
2024-02-23,01:01:42.731,   42.02,  601.30,  153.60,  662.67,,,,,  195.62, 1263.97,     52494, 1459.59,  427.56,    4.67,  419.89,    1.25,,,,,  847.45,    5.93,     54379,  853.38,   1043.08,   1269.90,   2312.98
2024-02-23,01:01:43.731,   40.72,  600.16,  148.60,  659.67,,,,,  189.32, 1259.84,     52450, 1449.16,  433.33,    4.69,  427.14,    1.28,,,,,  860.47,    5.98,     54385,  866.44,   1049.79,   1265.81,   2315.60
2024-02-23,01:01:44.730,   40.88,  600.00,  148.47,  659.55,,,,,  189.35, 1259.55,     52447, 1448.90,  443.29,    5.17,  435.81,    1.75,,,,,  879.10,    6.93,     54286,  886.03,   1068.45,   1266.48,   2334.93
2024-02-23,01:01:45.731,   40.82,  600.49,  147.58,  659.59,,,,,  188.40, 1260.09,     52499, 1448.49,  446.44,    4.84,  439.32,    1.42,,,,,  885.76,    6.27,     54557,  892.03,   1074.16,   1266.35,   2340.51
2024-02-23,01:01:46.731,   40.94,  599.83,  148.42,  659.33,,,,,  189.37, 1259.16,     52455, 1448.53,  452.09,    5.26,  445.46,    1.85,,,,,  897.55,    7.11,     54449,  904.66,   1086.92,   1266.27,   2353.19
2024-02-23,01:01:47.732,   40.99,  599.87,  148.41,  659.25,,,,,  189.39, 1259.12,     52463, 1448.51,  447.85,    4.58,  441.71,    1.15,,,,,  889.56,    5.73,     54488,  895.29,   1078.95,   1264.85,   2343.80
2024-02-23,01:01:48.732,   41.23,  600.54,  148.79,  660.16,,,,,  190.02, 1260.70,     52491, 1450.72,  448.32,    5.02,  442.01,    1.59,,,,,  890.33,    6.61,     54478,  896.93,   1080.34,   1267.31,   2347.65
2024-02-23,01:01:49.732,   54.45,  609.02,  192.20,  684.54,,,,,  246.65, 1293.56,     52476, 1540.21,  543.15,   23.30,  537.01,   19.86,,,,, 1080.17,   43.16,     54814, 1123.33,   1326.81,   1336.72,   2663.53
2024-02-23,01:01:50.731,   27.81,  346.53,   95.68,  383.42,,,,,  123.49,  729.95,     52431,  853.44,  414.67,    5.14,  413.79,    1.72,,,,,  828.46,    6.86,     53804,  835.32,    951.95,    736.81,   1688.76
2024-02-23,01:01:51.731,    7.26,    6.81,   14.20,    9.01,,,,,   21.46,   15.82,     52471,   37.28,  290.08,    5.06,  288.97,    1.67,,,,,  579.05,    6.73,     52662,  585.78,    600.51,     22.55,    623.05
2024-02-23,01:01:52.731,    6.84,    5.49,   12.63,    7.24,,,,,   19.47,   12.72,     52405,   32.19,  260.46,    4.75,  253.30,    1.34,,,,,  513.76,    6.09,     52507,  519.85,    533.23,     18.81,    552.04
2024-02-23,01:01:53.731,    7.03,    5.17,   13.30,    7.08,,,,,   20.33,   12.25,     52458,   32.58,  249.51,    4.73,  243.03,    1.35,,,,,  492.54,    6.08,     52571,  498.62,    512.87,     18.33,    531.20
2024-02-23,01:01:54.731,    6.85,    4.90,   12.63,    6.61,,,,,   19.48,   11.51,     52404,   30.99,  242.32,    4.89,  236.17,    1.49,,,,,  478.50,    6.38,     52501,  484.88,    497.97,     17.89,    515.86
2024-02-23,01:01:55.732,    6.66,    4.78,   12.12,    6.20,,,,,   18.78,   10.99,     52461,   29.77,  232.80,    4.49,  226.83,    1.07,,,,,  459.63,    5.56,     52551,  465.19,    478.42,     16.54,    494.96
2024-02-23,01:01:56.731,    6.91,    4.94,   12.75,    6.61,,,,,   19.66,   11.56,     52410,   31.22,  240.30,    5.34,  235.16,    1.92,,,,,  475.46,    7.26,     52507,  482.72,    495.12,     18.82,    513.94
2024-02-23,01:01:57.732,    6.24,    4.54,   10.35,    5.23,,,,,   16.59,    9.76,     52460,   26.35,  250.62,    4.98,  248.61,    1.58,,,,,  499.23,    6.56,     52572,  505.80,    515.82,     16.33,    532.15
2024-02-23,01:01:58.732,    6.86,    4.77,   12.93,    6.60,,,,,   19.78,   11.37,     52405,   31.15,  239.22,    4.69,  237.32,    1.28,,,,,  476.54,    5.97,     52496,  482.51,    496.32,     17.34,    513.66
2024-02-23,01:01:59.732,   19.49,   13.22,   54.70,   31.02,,,,,   74.19,   44.24,     52474,  118.43,  356.16,   21.36,  352.76,   17.83,,,,,  708.91,   39.19,     52804,  748.10,    783.10,     83.43,    866.53
2024-02-23,01:02:00.732,   24.46,  260.77,   83.90,  292.34,,,,,  108.36,  553.11,     52436,  661.47,  364.36,    5.83,  357.51,    2.45,,,,,  721.87,    8.27,     53325,  730.15,    830.23,    561.38,   1391.62
2024-02-23,01:02:01.733,   40.62,  601.79,  146.89,  660.72,,,,,  187.51, 1262.51,     52509, 1450.01,  444.55,    5.46,  438.86,    2.04,,,,,  883.41,    7.51,     54360,  890.91,   1070.91,   1270.02,   2340.93
2024-02-23,01:02:02.733,   41.31,  601.26,  149.36,  661.18,,,,,  190.67, 1262.44,     52447, 1453.11,  453.11,    5.04,  445.19,    1.64,,,,,  898.30,    6.68,     54491,  904.97,   1088.97,   1269.12,   2358.08
2024-02-23,01:02:03.733,   40.00,  600.32,  143.94,  658.18,,,,,  183.94, 1258.50,     52436, 1442.45,  457.83,    5.40,  448.93,    1.99,,,,,  906.76,    7.40,     54277,  914.15,   1090.70,   1265.90,   2356.60
2024-02-23,01:02:04.734,   40.35,  600.99,  145.82,  659.68,,,,,  186.17, 1260.66,     52505, 1446.83,  459.51,    5.15,  450.25,    1.75,,,,,  909.76,    6.90,     54399,  916.66,   1095.93,   1267.56,   2363.49
2024-02-23,01:02:05.733,   40.33,  600.20,  145.33,  658.71,,,,,  185.66, 1258.91,     52459, 1444.58,  452.11,    4.73,  444.37,    1.29,,,,,  896.48,    6.02,     54459,  902.50,   1082.15,   1264.93,   2347.08
2024-02-23,01:02:06.733,   43.24,  562.16,  155.07,  622.74,,,,,  198.31, 1184.90,     52465, 1383.21,  461.00,    6.12,  454.99,    2.66,,,,,  915.98,    8.78,     54430,  924.77,   1114.29,   1193.68,   2307.97
2024-02-23,01:02:07.734,   25.78,  574.21,   89.66,  609.04,,,,,  115.44, 1183.25,     52482, 1298.69,  455.93,    5.12,  448.63,    1.72,,,,,  904.56,    6.84,     54406,  911.40,   1020.00,   1190.09,   2210.09
2024-02-23,01:02:08.734,   24.65,  574.66,   85.60,  607.71,,,,,  110.25, 1182.37,     52447, 1292.61,  460.67,    5.30,  453.57,    1.91,,,,,  914.24,    7.21,     54477,  921.45,   1024.49,   1189.57,   2214.06
2024-02-23,01:02:09.733,   52.90,  590.24,  184.84,  659.80,,,,,  237.74, 1250.04,     52491, 1487.78,  497.36,   12.86,  489.91,    9.42,,,,,  987.27,   22.28,     54763, 1009.55,   1225.02,   1272.32,   2497.33
2024-02-23,01:02:10.734,   17.16,  342.52,   53.63,  361.84,,,,,   70.79,  704.36,     52472,  775.15,  347.75,    5.80,  347.84,    2.39,,,,,  695.59,    8.19,     53755,  703.78,    766.38,    712.55,   1478.93
2024-02-23,01:02:11.734,    6.06,    5.95,    9.50,    6.34,,,,,   15.56,   12.29,     52415,   27.84,   88.23,    4.70,   87.92,    1.30,,,,,  176.15,    6.00,     52418,  182.16,    191.71,     18.29,    210.00
2024-02-23,01:02:12.735,    5.87,    4.84,    8.83,    5.02,,,,,   14.69,    9.86,     52456,   24.55,   69.61,    4.71,   59.67,    1.30,,,,,  129.29,    6.01,     52458,  135.30,    143.98,     15.87,    159.85
2024-02-23,01:02:13.734,    6.00,    4.77,    9.49,    5.16,,,,,   15.50,    9.92,     52402,   25.42,   68.44,    4.81,   59.82,    1.40,,,,,  128.26,    6.22,     52408,  134.48,    143.75,     16.14,    159.90
2024-02-23,01:02:14.735,    5.50,    4.19,    7.41,    3.76,,,,,   12.91,    7.95,     52455,   20.86,   63.57,    4.79,   53.35,    1.39,,,,,  116.92,    6.19,     52463,  123.10,    129.83,     14.13,    143.96
2024-02-23,01:02:15.734,    5.65,    4.26,    7.96,    4.06,,,,,   13.62,    8.32,     52404,   21.93,   59.94,    4.61,   52.26,    1.21,,,,,  112.21,    5.82,     52410,  118.03,    125.83,     14.13,    139.96
2024-02-23,01:02:16.735,    6.28,    4.34,    9.88,    4.83,,,,,   16.16,    9.17,     52459,   25.33,   66.77,    5.66,   60.94,    2.27,,,,,  127.71,    7.93,     52465,  135.64,    143.87,     17.11,    160.97
2024-02-23,01:02:17.735,    5.31,    3.91,    6.65,    3.16,,,,,   11.95,    7.07,     52411,   19.03,   66.53,    4.85,   58.36,    1.47,,,,,  124.89,    6.32,     52410,  131.21,    136.84,     13.40,    150.24
2024-02-23,01:02:18.735,    5.59,    4.03,    7.71,    3.74,,,,,   13.30,    7.77,     52456,   21.07,   70.17,    5.20,   62.51,    1.80,,,,,  132.67,    7.00,     52464,  139.67,    145.98,     14.77,    160.75
2024-02-23,01:02:19.735,   16.53,   10.01,   43.29,   23.31,,,,,   59.82,   33.32,     52425,   93.13,  127.76,   19.84,  119.53,   16.41,,,,,  247.29,   36.25,     52509,  283.54,    307.11,     69.57,    376.68
2024-02-23,01:02:20.736,   16.19,  262.46,   50.57,  280.13,,,,,   66.76,  542.59,     52480,  609.35,  274.79,    7.57,  264.45,    4.17,,,,,  539.24,   11.74,     53384,  550.98,    606.00,    554.33,   1160.33
2024-02-23,01:02:21.736,   21.68,  598.68,   72.56,  626.06,,,,,   94.23, 1224.74,     52427, 1318.97,  447.53,    5.08,  440.65,    1.67,,,,,  888.18,    6.75,     54466,  894.93,    982.41,   1231.49,   2213.90
2024-02-23,01:02:22.735,   20.69,  596.94,   68.77,  623.16,,,,,   89.46, 1220.10,     52427, 1309.56,  452.21,    5.33,  444.32,    1.90,,,,,  896.53,    7.23,     54427,  903.76,    985.99,   1227.33,   2213.32
2024-02-23,01:02:23.736,   21.07,  596.04,   69.52,  622.50,,,,,   90.60, 1218.54,     52485, 1309.14,  455.41,    4.88,  448.49,    1.47,,,,,  903.90,    6.35,     54358,  910.26,    994.50,   1224.90,   2219.39
2024-02-23,01:02:24.736,   20.88,  594.34,   69.42,  620.78,,,,,   90.30, 1215.13,     52424, 1305.43,  460.11,    5.54,  453.89,    2.14,,,,,  914.00,    7.67,     54461,  921.67,   1004.30,   1222.80,   2227.10
2024-02-23,01:02:25.737,   20.97,  593.90,   69.68,  620.31,,,,,   90.65, 1214.21,     52478, 1304.87,  456.12,    4.72,  450.95,    1.30,,,,,  907.07,    6.02,     54499,  913.09,    997.73,   1220.23,   2217.96
2024-02-23,01:02:26.736,   21.11,  592.15,   70.00,  618.81,,,,,   91.11, 1210.96,     52429, 1302.07,  453.73,    5.51,  448.48,    2.09,,,,,  902.21,    7.60,     54383,  909.81,    993.32,   1218.56,   2211.89
2024-02-23,01:02:27.736,   21.10,  591.37,   70.25,  617.98,,,,,   91.35, 1209.35,     52428, 1300.71,  457.91,    4.72,  452.86,    1.31,,,,,  910.78,    6.03,     54479,  916.81,   1002.13,   1215.39,   2217.52
2024-02-23,01:02:28.737,   20.92,  591.63,   69.67,  617.97,,,,,   90.59, 1209.60,     52477, 1300.19,  454.99,    5.27,  447.21,    1.85,,,,,  902.20,    7.11,     54567,  909.31,    992.79,   1216.71,   2209.51
2024-02-23,01:02:29.737,   21.07,  590.81,   70.86,  617.60,,,,,   91.93, 1208.41,     52423, 1300.34,  452.20,    4.73,  445.66,    1.30,,,,,  897.86,    6.03,     54477,  903.89,    989.79,   1214.44,   2204.23
2024-02-23,01:02:30.738,   40.40,  601.39,  136.22,  653.09,,,,,  176.62, 1254.49,     52516, 1431.11,  548.88,   24.86,  544.86,   21.72,,,,, 1093.74,   46.58,     55045, 1140.32,   1270.36,   1301.07,   2571.43
2024-02-23,01:02:31.737,   21.15,  594.94,   70.80,  621.47,,,,,   91.95, 1216.41,     52430, 1308.36,  484.17,    4.82,  479.15,    1.42,,,,,  963.32,    6.25,     54577,  969.57,   1055.27,   1222.65,   2277.93
2024-02-23,01:02:32.737,   21.09,  593.03,   69.56,  619.01,,,,,   90.65, 1212.05,     52426, 1302.70,  467.65,    5.46,  463.95,    2.05,,,,,  931.60,    7.51,     54493,  939.11,   1022.25,   1219.56,   2241.81
2024-02-23,01:02:33.738,   21.28,  592.58,   70.43,  618.96,,,,,   91.70, 1211.54,     52470, 1303.24,  463.60,    4.93,  458.91,    1.51,,,,,  922.51,    6.44,     54506,  928.95,   1014.21,   1217.98,   2232.19
2024-02-23,01:02:34.738,   21.56,  592.26,   72.32,  619.56,,,,,   93.88, 1211.82,     52425, 1305.69,  456.77,    4.59,  451.05,    1.19,,,,,  907.82,    5.78,     54384,  913.60,   1001.70,   1217.59,   2219.29
2024-02-23,01:02:35.738,   20.43,  591.28,   67.88,  616.99,,,,,   88.31, 1208.27,     52494, 1296.58,  455.43,    5.43,  448.34,    2.03,,,,,  903.77,    7.46,     54510,  911.24,    992.09,   1215.73,   2207.82
2024-02-23,01:02:36.738,   59.01,  462.93,  232.57,  551.72,,,,,  291.58, 1014.65,     52520, 1306.23,  471.95,    5.51,  463.37,    2.10,,,,,  935.32,    7.61,     54467,  942.93,   1226.90,   1022.26,   2249.16
2024-02-23,01:02:37.738,   63.16,  442.22,  255.33,  540.08,,,,,  318.49,  982.29,     52524, 1300.78,  454.33,    4.50,  445.71,    1.10,,,,,  900.04,    5.59,     54472,  905.63,   1218.52,    987.89,   2206.41
2024-02-23,01:02:38.739,   61.01,  446.13,  247.33,  540.82,,,,,  308.34,  986.94,     52559, 1295.28,  446.77,    5.27,  437.94,    1.85,,,,,  884.72,    7.12,     54369,  891.84,   1193.06,    994.06,   2187.12
2024-02-23,01:02:39.738,   58.52,  440.36,  237.51,  531.47,,,,,  296.03,  971.83,     52494, 1267.86,  455.80,    5.01,  447.40,    1.61,,,,,  903.20,    6.62,     54459,  909.81,   1199.22,    978.45,   2177.67
2024-02-23,01:02:40.739,   76.93,  464.11,  302.58,  579.47,,,,,  379.51, 1043.58,     52598, 1423.09,  539.49,   27.12,  532.31,   23.42,,,,, 1071.80,   50.54,     54861, 1122.34,   1451.31,   1094.12,   2545.43
2024-02-23,01:02:41.739,   66.87,  475.82,  275.03,  581.74,,,,,  341.90, 1057.56,     52500, 1399.45,  490.65,    6.20,  487.11,    2.75,,,,,  977.76,    8.95,     54670,  986.71,   1319.65,   1066.51,   2386.16
2024-02-23,01:02:42.739,   67.56,  473.80,  278.22,  580.86,,,,,  345.78, 1054.66,     52527, 1400.44,  472.99,    4.72,  468.57,    1.33,,,,,  941.56,    6.05,     54515,  947.61,   1287.35,   1060.71,   2348.05
2024-02-23,01:02:43.740,   66.44,  477.39,  274.48,  582.78,,,,,  340.92, 1060.17,     52562, 1401.09,  458.08,    5.06,  452.70,    1.68,,,,,  910.77,    6.74,     54533,  917.51,   1251.69,   1066.91,   2318.60
2024-02-23,01:02:44.739,   65.25,  474.01,  268.81,  577.22,,,,,  334.06, 1051.23,     52514, 1385.29,  455.45,    5.24,  452.05,    1.83,,,,,  907.50,    7.07,     54356,  914.57,   1241.56,   1058.30,   2299.86
2024-02-23,01:02:45.739,   63.43,  470.68,  260.22,  570.72,,,,,  323.64, 1041.41,     52495, 1365.05,  451.38,    5.08,  447.87,    1.67,,,,,  899.26,    6.74,     54340,  906.00,   1222.90,   1048.15,   2271.05
2024-02-23,01:02:46.740,   63.56,  468.75,  260.54,  568.95,,,,,  324.10, 1037.69,     52580, 1361.79,  455.88,    5.58,  450.44,    2.17,,,,,  906.33,    7.74,     54452,  914.07,   1230.43,   1045.44,   2275.86
